"Author";"Class";"Name";"ShortName";"Value"
"BRITO L";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"2"
"BRITO L";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"0"
"BRITO L";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"BRITO L";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"BRITO L";"Zika";"Total Citations";"Citations";"2"
"BRITO L";"Zika";"Citations per Paper";"CitationRate";"1"
"BRITO L";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"4"
"BRITO L";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2"
"BRITO L";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"2"
"BRITO L";"Zika";"Total Papers";"Papers";"2"
"BRITO L";"Zika";"Papers with International Affiliations";"PapersINTL";"2"
"BRITO L";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"1"
"BRITO L";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"2"
"BRITO L";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"BRITO L";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"0"
"BRITO L";"All";"Author affiliations";"Affiliation";"ANIS INST BIOETH;UNB"
"BRITO L";"All";"Authos afilliation states";"State";"DF"
"BRITO L";"All";"Author affiliation regions";"Region";"CO"
"BRITO L";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Uncoupled to either"
"BRITO L";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Hard pivot"
"FARIA NR";"Pre-Outbreak";"Most Common Journal Area";"TopField";"INFECTIOUS DISEASES"
"FARIA NR";"Pre-Outbreak";"Total Citations";"Citations";"1779"
"FARIA NR";"Pre-Outbreak";"Citations per Paper";"CitationRate";"80.86"
"FARIA NR";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"12.86"
"FARIA NR";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"0.571428571428571"
"FARIA NR";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"8.23809523809524"
"FARIA NR";"Pre-Outbreak";"Total Papers";"Papers";"21"
"FARIA NR";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"21"
"FARIA NR";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"1"
"FARIA NR";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"12"
"FARIA NR";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"FARIA NR";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"FARIA NR";"Post-Outbreak";"Most Common Journal Area";"TopField";"INFECTIOUS DISEASES"
"FARIA NR";"Post-Outbreak";"Total Citations";"Citations";"2130"
"FARIA NR";"Post-Outbreak";"Citations per Paper";"CitationRate";"33.28"
"FARIA NR";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"24.69"
"FARIA NR";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"4.25396825396825"
"FARIA NR";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"9.46031746031746"
"FARIA NR";"Post-Outbreak";"Total Papers";"Papers";"63"
"FARIA NR";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"63"
"FARIA NR";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"1"
"FARIA NR";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"FARIA NR";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.5"
"FARIA NR";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"6"
"FARIA NR";"Zika";"Most Common Journal Area";"TopField";"INFECTIOUS DISEASES"
"FARIA NR";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"9"
"FARIA NR";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"13"
"FARIA NR";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"4"
"FARIA NR";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"15"
"FARIA NR";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"11"
"FARIA NR";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"1"
"FARIA NR";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"FARIA NR";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"842"
"FARIA NR";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"1122"
"FARIA NR";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"775"
"FARIA NR";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"1052"
"FARIA NR";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"55"
"FARIA NR";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"7"
"FARIA NR";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"FARIA NR";"Zika";"Total Citations";"Citations";"1449"
"FARIA NR";"Zika";"Citations per Paper";"CitationRate";"45.28"
"FARIA NR";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"25.66"
"FARIA NR";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"6.06451612903226"
"FARIA NR";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"8.38709677419355"
"FARIA NR";"Zika";"Total Papers";"Papers";"31"
"FARIA NR";"Zika";"Papers with International Affiliations";"PapersINTL";"31"
"FARIA NR";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"1"
"FARIA NR";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"FARIA NR";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"FARIA NR";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"6"
"FARIA NR";"All";"Author affiliations";"Affiliation";"BRAZIL MINISTERIO SAUDE;FIOCRUZ RJ;UFMG;USP;-"
"FARIA NR";"All";"Authos afilliation states";"State";"SP;RJ;-;MG"
"FARIA NR";"All";"Author affiliation regions";"Region";"SE"
"FARIA NR";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to both"
"FARIA NR";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"MOREL CM";"Pre-Outbreak";"Most Common Journal Area";"TopField";"PARASITOLOGY"
"MOREL CM";"Pre-Outbreak";"Total Citations";"Citations";"4278"
"MOREL CM";"Pre-Outbreak";"Citations per Paper";"CitationRate";"47.01"
"MOREL CM";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"4.97"
"MOREL CM";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2.57142857142857"
"MOREL CM";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1.42857142857143"
"MOREL CM";"Pre-Outbreak";"Total Papers";"Papers";"7"
"MOREL CM";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"2"
"MOREL CM";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.29"
"MOREL CM";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"51"
"MOREL CM";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"MOREL CM";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"MOREL CM";"Post-Outbreak";"Most Common Journal Area";"TopField";"MICROBIOLOGY"
"MOREL CM";"Post-Outbreak";"Total Citations";"Citations";"149"
"MOREL CM";"Post-Outbreak";"Citations per Paper";"CitationRate";"14.9"
"MOREL CM";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"9.7"
"MOREL CM";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"4.55555555555556"
"MOREL CM";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"2.55555555555556"
"MOREL CM";"Post-Outbreak";"Total Papers";"Papers";"9"
"MOREL CM";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"4"
"MOREL CM";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.44"
"MOREL CM";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"MOREL CM";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.3"
"MOREL CM";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"MOREL CM";"Zika";"Most Common Journal Area";"TopField";"INFECTIOUS DISEASES"
"MOREL CM";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"0"
"MOREL CM";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"0"
"MOREL CM";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"MOREL CM";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"0"
"MOREL CM";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"1"
"MOREL CM";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"MOREL CM";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"MOREL CM";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"0"
"MOREL CM";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"0"
"MOREL CM";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"MOREL CM";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"0"
"MOREL CM";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"14"
"MOREL CM";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"MOREL CM";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"MOREL CM";"Zika";"Total Citations";"Citations";"23"
"MOREL CM";"Zika";"Citations per Paper";"CitationRate";"7.67"
"MOREL CM";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"11.67"
"MOREL CM";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"4"
"MOREL CM";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"2"
"MOREL CM";"Zika";"Total Papers";"Papers";"3"
"MOREL CM";"Zika";"Papers with International Affiliations";"PapersINTL";"1"
"MOREL CM";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.33"
"MOREL CM";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"MOREL CM";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"MOREL CM";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"0"
"MOREL CM";"All";"Author affiliations";"Affiliation";"BRAZIL MINISTERIO SAUDE;FIOCRUZ;FIOCRUZ MS;FIOCRUZ RJ;-"
"MOREL CM";"All";"Authos afilliation states";"State";"RJ;-;MS"
"MOREL CM";"All";"Author affiliation regions";"Region";"SE;CO"
"MOREL CM";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to both"
"MOREL CM";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"JH AMORIM";"Pre-Outbreak";"Most Common Journal Area";"TopField";"VIROLOGY"
"JH AMORIM";"Pre-Outbreak";"Total Citations";"Citations";"220"
"JH AMORIM";"Pre-Outbreak";"Citations per Paper";"CitationRate";"22"
"JH AMORIM";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"7.1"
"JH AMORIM";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"3"
"JH AMORIM";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0"
"JH AMORIM";"Pre-Outbreak";"Total Papers";"Papers";"8"
"JH AMORIM";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"0"
"JH AMORIM";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0"
"JH AMORIM";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"11"
"JH AMORIM";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"JH AMORIM";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"JH AMORIM";"Post-Outbreak";"Most Common Journal Area";"TopField";"IMMUNOLOGY"
"JH AMORIM";"Post-Outbreak";"Total Citations";"Citations";"50"
"JH AMORIM";"Post-Outbreak";"Citations per Paper";"CitationRate";"5"
"JH AMORIM";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"8.6"
"JH AMORIM";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"5.9"
"JH AMORIM";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.2"
"JH AMORIM";"Post-Outbreak";"Total Papers";"Papers";"10"
"JH AMORIM";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"1"
"JH AMORIM";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.1"
"JH AMORIM";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"JH AMORIM";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.3"
"JH AMORIM";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"JH AMORIM";"Zika";"Most Common Journal Area";"TopField";"CELL BIOLOGY"
"JH AMORIM";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"0"
"JH AMORIM";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"0"
"JH AMORIM";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"JH AMORIM";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"1"
"JH AMORIM";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"1"
"JH AMORIM";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"1"
"JH AMORIM";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"JH AMORIM";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"0"
"JH AMORIM";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"0"
"JH AMORIM";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"JH AMORIM";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"6"
"JH AMORIM";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"6"
"JH AMORIM";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"6"
"JH AMORIM";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"JH AMORIM";"Zika";"Total Citations";"Citations";"13"
"JH AMORIM";"Zika";"Citations per Paper";"CitationRate";"4.33"
"JH AMORIM";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"8.67"
"JH AMORIM";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"5.66666666666667"
"JH AMORIM";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0"
"JH AMORIM";"Zika";"Total Papers";"Papers";"3"
"JH AMORIM";"Zika";"Papers with International Affiliations";"PapersINTL";"0"
"JH AMORIM";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0"
"JH AMORIM";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"4"
"JH AMORIM";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"JH AMORIM";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"0"
"JH AMORIM";"All";"Author affiliations";"Affiliation";"UESC;UFOB;USP"
"JH AMORIM";"All";"Authos afilliation states";"State";"SP;BA;SC"
"JH AMORIM";"All";"Author affiliation regions";"Region";"SE;S;NE"
"JH AMORIM";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to both"
"JH AMORIM";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"SABINO E";"Pre-Outbreak";"Most Common Journal Area";"TopField";"HEMATOLOGY"
"SABINO E";"Pre-Outbreak";"Total Citations";"Citations";"3359"
"SABINO E";"Pre-Outbreak";"Citations per Paper";"CitationRate";"14.29"
"SABINO E";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"8.8"
"SABINO E";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"2.48529411764706"
"SABINO E";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.889705882352941"
"SABINO E";"Pre-Outbreak";"Total Papers";"Papers";"136"
"SABINO E";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"63"
"SABINO E";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.46"
"SABINO E";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"29"
"SABINO E";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"SABINO E";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"SABINO E";"Post-Outbreak";"Most Common Journal Area";"TopField";"INFECTIOUS DISEASES"
"SABINO E";"Post-Outbreak";"Total Citations";"Citations";"1733"
"SABINO E";"Post-Outbreak";"Citations per Paper";"CitationRate";"10.63"
"SABINO E";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"22.75"
"SABINO E";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"6.23870967741935"
"SABINO E";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"6.93548387096774"
"SABINO E";"Post-Outbreak";"Total Papers";"Papers";"155"
"SABINO E";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"104"
"SABINO E";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.67"
"SABINO E";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"SABINO E";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.12"
"SABINO E";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"4"
"SABINO E";"Zika";"Most Common Journal Area";"TopField";"INFECTIOUS DISEASES"
"SABINO E";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"1"
"SABINO E";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"10"
"SABINO E";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"2"
"SABINO E";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"5"
"SABINO E";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"5"
"SABINO E";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"SABINO E";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"SABINO E";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"20"
"SABINO E";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"619"
"SABINO E";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"267"
"SABINO E";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"278"
"SABINO E";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"60"
"SABINO E";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"SABINO E";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"SABINO E";"Zika";"Total Citations";"Citations";"769"
"SABINO E";"Zika";"Citations per Paper";"CitationRate";"40.47"
"SABINO E";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"20.42"
"SABINO E";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"5.89473684210526"
"SABINO E";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"4.84210526315789"
"SABINO E";"Zika";"Total Papers";"Papers";"19"
"SABINO E";"Zika";"Papers with International Affiliations";"PapersINTL";"15"
"SABINO E";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.79"
"SABINO E";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"SABINO E";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"SABINO E";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"4"
"SABINO E";"All";"Author affiliations";"Affiliation";"FIOCRUZ;UFRN;UNIFESP;USP"
"SABINO E";"All";"Authos afilliation states";"State";"SP;RJ;RN"
"SABINO E";"All";"Author affiliation regions";"Region";"SE;NE"
"SABINO E";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to both"
"SABINO E";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"AMORIM MM";"Pre-Outbreak";"Most Common Journal Area";"TopField";"OBSTETRICS & GYNECOLOGY"
"AMORIM MM";"Pre-Outbreak";"Total Citations";"Citations";"669"
"AMORIM MM";"Pre-Outbreak";"Citations per Paper";"CitationRate";"10.62"
"AMORIM MM";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"5.84"
"AMORIM MM";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"3.06976744186047"
"AMORIM MM";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.0465116279069767"
"AMORIM MM";"Pre-Outbreak";"Total Papers";"Papers";"43"
"AMORIM MM";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"2"
"AMORIM MM";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.05"
"AMORIM MM";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"22"
"AMORIM MM";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"AMORIM MM";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"AMORIM MM";"Post-Outbreak";"Most Common Journal Area";"TopField";"OBSTETRICS & GYNECOLOGY"
"AMORIM MM";"Post-Outbreak";"Total Citations";"Citations";"486"
"AMORIM MM";"Post-Outbreak";"Citations per Paper";"CitationRate";"8.53"
"AMORIM MM";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"10.88"
"AMORIM MM";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"3.10204081632653"
"AMORIM MM";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.163265306122449"
"AMORIM MM";"Post-Outbreak";"Total Papers";"Papers";"49"
"AMORIM MM";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"4"
"AMORIM MM";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.08"
"AMORIM MM";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"AMORIM MM";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.12"
"AMORIM MM";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"3"
"AMORIM MM";"Zika";"Most Common Journal Area";"TopField";"NEUROSCIENCES & NEUROLOGY"
"AMORIM MM";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"0"
"AMORIM MM";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"0"
"AMORIM MM";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"5"
"AMORIM MM";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"1"
"AMORIM MM";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"0"
